Problem Set Id,Problem Part,Problem Type,Answer Types,Problem Body,Fill-in Options,Fill-in Answers,Multiple Choice Options,Multiple Choice Answers,problem_id
PSBU7R,2,Fill-in-the-blank(s),Numeric,"<p>Noah has a coupon for 30% off at his favorite clothing store. He uses it to buy a hoodie and a pair of jeans.</p>
<p>&nbsp;</p>
<p>The regular price of a hoodie is $27. What did Noah pay for the hoodie?&nbsp;</p>
<p>&nbsp;</p>
<p>$<ast-r type=""text"" marker=""1""></ast-r></p>",18.9,18.9,,,96761
PRABJDMR,1,Fill-in-the-blank(s),Numeric,"<p>The population of City A was approximately 243,000 people, and it increased by 8% in one year. What was the new population?</p>
<p>&nbsp;</p>
<p>Approximately <ast-r type=""text"" marker=""1""></ast-r> people</p>","262000, 262440","262000, 262440",,,318171
PSBCD55,2,Fill-in-the-blank(s),Numeric,"<p>If you leave this money in the account, how much will be in your account after 2 years?&nbsp;</p>
<p>&nbsp;</p>
<p>$<ast-r type=""text"" marker=""1""></ast-r></p>",337.08,337.08,,,367651
PSBDVK,1,Fill-in-the-blank(s),Numeric,"<p>How many cubic centimeters are there in 1 cubic meter?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> cubic centimeters</p>",1000000,1000000,,,19558
PSBDZUH,1,Fill-in-the-blank(s),Numeric,"<p>A certain shade of pink is created by adding 3 cups of red paint to 7 cups of white paint.</p>
<p>&nbsp;</p>
<table style=""border-collapse: collapse; width: 43.0001%; height: 90px;"" border=""1"">
<tbody>
<tr>
<td style=""width: 49.9247%; text-align: center;""><strong>cups of white paint</strong></td>
<td style=""width: 49.9247%; text-align: center;""><strong>cups of red paint</strong></td>
</tr>
<tr>
<td style=""width: 49.9247%; text-align: center;"">1</td>
<td style=""width: 49.9247%; text-align: center;"">&nbsp;</td>
</tr>
<tr>
<td style=""width: 49.9247%; text-align: center;"">7</td>
<td style=""width: 49.9247%; text-align: center;"">3</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>How many cups of red paint should be added to 1 cup of white paint?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>cups of red paint</p>
<p><span style=""font-size: 10pt;""><em>Express your answer as a fraction.</em></span></p>",7-Mar,7-Mar,,,650373
PSBDZUH,2,Fill-in-the-blank(s),Numeric,"<p>A certain shade of pink is created by adding 3 cups of red paint to 7 cups of white paint.</p>
<p>&nbsp;</p>
<table style=""border-collapse: collapse; width: 43.0001%; height: 90px;"" border=""1"">
<tbody>
<tr>
<td style=""width: 49.9247%; text-align: center;""><strong>cups of white paint</strong></td>
<td style=""width: 49.9247%; text-align: center;""><strong>cups of red paint</strong></td>
</tr>
<tr>
<td style=""width: 49.9247%; text-align: center;"">1</td>
<td style=""width: 49.9247%; text-align: center;"">&nbsp;</td>
</tr>
<tr>
<td style=""width: 49.9247%; text-align: center;"">7</td>
<td style=""width: 49.9247%; text-align: center;"">3</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p>What is the constant of proportionality? &nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r></p>
<p><span style=""font-size: 10pt;""><em>Express your answer as a fraction.</em></span></p>",7-Mar,7-Mar,,,650519
PSBCD55,1,Fill-in-the-blank(s),Numeric,"<p>If you deposit $300 in an account with a 6% interest rate, how much will be in your account after 1 year?&nbsp;</p>
<p>&nbsp;</p>
<p>$<ast-r type=""text"" marker=""1""></ast-r></p>",318,318,,,367406
PSB2NP,1,Fill-in-the-blank(s),Numeric,"<p>Here is a prism with a pentagonal base. The height is 8 cm.</p>
<p>&nbsp;</p>
<p>What is the volume of the prism? &nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> cm<sup>3</sup></p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><sup><img src=""https://cms-k12oer-staging.s3.amazonaws.com/uploads/pictures/7/7.6.C4.Image.04.png"" alt=""A prism with a pentagon base, all lengths centimeters. The pentagon is a rectangle 5 tall by 7 wide, with a triangle 3 tall by 4 wide removed from the corner. The prism has height 8."" width=""295"" height=""200""></sup></p>",232,232,,,128308
PRABQWBN,1,Fill-in-the-blank(s),Algebraic Expression,"<p>A goat (point <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>G</mi></math>)&nbsp;is tied with a 6-foot rope to the corner of a shed. The floor of the shed is a square whose sides are each 3 feet long. The shed is closed and the goat can't go inside. The space all around the shed is flat, grassy, and the goat can't reach any other structures or objects. What is the area over which the goat can roam?&nbsp;</p>
<div>
<div>
<div>&nbsp;</div>
<div><img src=""//resources.assistments.org/fetch/C/79e4f856-627e-460b-9f16-d26de28f4017.png""></div>
<div><ast-r type=""text"" marker=""1""></ast-r> square feet</div>
<div>
<p><em><span style=""font-size: 10pt;"">Use pi to represent the&nbsp; <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">π</mi></math>&nbsp;symbol.</span></em></p>
<p><em><span style=""font-size: 10pt;"">For example:</span></em></p>
<p><em><span style=""font-size: 10pt;"">32<math xmlns=""http://www.w3.org/1998/Math/MathML""><mstyle mathsize=""14px""><mi mathvariant=""normal"">π</mi></mstyle></math>&nbsp;would be typed as 32pi</span></em></p>
</div>
</div>
</div>",31.5pi,31.5pi,,,56351
PSB7FG,1,Fill-in-the-blank(s),Numeric,"<p>A circle&rsquo;s circumference is approximately 76 cm.</p>
<p>&nbsp;</p>
<p>Estimate the radius of the circle.</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> cm</p>
<p><span style=""font-size: 10pt;""><em>Use &nbsp;3.14 for&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</em></span></p>
<p><span style=""font-size: 10pt;""><em>Round your answer to the nearest whole number.</em></span></p>",12,12,,,155089
PSBBU6D,3,Fill-in-the-blank(s),Numeric,"<p>How long does it take the car to travel 26 miles at this speed?&nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> hours</p>",5-Feb,5-Feb,,,270281
PRABESVY,1,Fill-in-the-blank(s),Numeric,"<p>Jada paints a circular table that has a diameter of 37 inches. What is the area of the table?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> inches<sup>2</sup>&nbsp;&nbsp;</p>
<p><span style=""font-size: 10pt;""><em>Use 3.14 for&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</em></span></p>
<p><span style=""font-size: 10pt;""><em>Round your answer to the nearest whole number.</em></span></p>",1075,1075,,,149544
PSB7FG,3,Fill-in-the-blank(s),Numeric,"<p>A circle&rsquo;s circumference is approximately 76 cm.</p>
<p>&nbsp;</p>
<p>Estimate the area of the circle. &nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi>c</mi><msup><mi>m</mi><mn>2</mn></msup></math></p>
<p><span style=""font-size: 10pt;""><em>Use 3.14 for <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</em></span></p>
<p><span style=""font-size: 10pt;""><em>Round your answer to the nearest whole number.</em></span></p>","460, 452","460, 452",,,155680
PSBC7QJ,1,Fill-in-the-blank(s),Numeric,"<p>A college student takes out a&nbsp;$7,500 loan from a bank. What will the balance of the loan be after one year (assuming the student has not made any payments yet):</p>
<p>&nbsp;</p>
<p>If the bank charges 3.8% interest each year?&nbsp;</p>
<p>&nbsp;</p>
<p>$<ast-r type=""text"" marker=""1""></ast-r></p>",7785,7785,,,505118
PSBDNCG,3,Fill-in-the-blank(s),Numeric,"<p>A certain shade of light blue paint is made by mixing&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>1</mn><mfrac><mn>1</mn><mn>2</mn></mfrac></math> quarts of blue paint with 5 quarts of white paint. How much white paint would you need to mix with 4 quarts of blue paint?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> quarts of white paint</p>",13 1/3,13 1/3,,,584537
PSBBNBQ,1,Fill-in-the-blank(s),Numeric,"<p>A 200 pound person weighs 33 pounds on the moon.</p>
<p>How much did the person's weight decrease? &nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>&nbsp;pounds</p>",167,167,,,232655
PRABESKP,1,Fill-in-the-blank(s),Numeric,"<p>A small, test batch of lemonade used&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>1</mn><mn>4</mn></mfrac></math>&nbsp;cup of sugar added to 1 cup of water and&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>1</mn><mn>4</mn></mfrac></math> cup of lemon juice. After confirming it tasted good, a larger batch is going to be made with the same ratios using 10 cups of water. How much sugar should be added so that the large batch tastes the same as the test batch?</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>cups</p>",2.5,2.5,,,25209
PSBBNBQ,2,Fill-in-the-blank(s),Numeric,"<p>By what percentage did the person's weight decrease? &nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> %</p>
<p><em><span style=""font-size: 10pt;"">Round your answer to the nearest whole percent.&nbsp;</span></em></p>",84,84,,,233047
PSBTDG,2,Fill-in-the-blank(s),Numeric,"<p>Later, someone wants to use the data to find the amount of water at times before the sensor started. What should the sensor have read at the time -7 minutes?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> liters</p>",120,120,,,86074
PRABESJV,1,Fill-in-the-blank(s),Numeric,"<p>Estimate the side length of a square that has a 9 cm long diagonal.</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>cm</p>
<p><em><span style=""font-size: 10pt;"">Round your answer to the nearest tenth.</span></em></p>","6.4, 6.3","6.4, 6.3",,,123610
PSBBU6D,2,Fill-in-the-blank(s),Numeric,"<p>How many miles does the car travel in 1.5 hours?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> miles</p>",97.5,97.5,,,269923
PSBBKCS,1,Fill-in-the-blank(s),Numeric,"<p>A train is traveling at a constant speed and goes 7.5 kilometers in 6 minutes. At that rate:</p>
<p>&nbsp;</p>
<table style=""border-collapse: collapse; width: 100.01%;"" border=""0"">
<tbody>
<tr>
<td style=""width: 37.9618%;"">
<p>How far does the train go in 1 minute?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> kilometers</p>
</td>
<td style=""width: 62.1324%;""><img src=""//resources.assistments.org/fetch/C/db200985-4c27-45bf-947d-1df69d63423f.jpeg"" width=""200""></td>
</tr>
</tbody>
</table>",4-May,4-May,,,221573
PSBBKCS,2,Fill-in-the-blank(s),Numeric,"<p>How far does the train go in 100 minutes?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> kilometers&nbsp;</p>",125,125,,,221711
PSBBVCZ,3,Fill-in-the-blank(s),Numeric,"<p>Elena has some bottles of water that each holds 17 fluid ounces.</p>
<p>&nbsp;</p>
<p>How many bottles does it take to hold 51 fluid ounces of water? &nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> bottles</p>",3,3,,,271395
PSBCGTP,1,Fill-in-the-blank(s),Numeric,"<p>A cyclist rode 3.75&nbsp;miles in 0.3 hours.&nbsp;<br><br></p>
<div>
<p>How fast was she going in miles per hour? &nbsp;<br><br><ast-r type=""text"" marker=""1""></ast-r>&nbsp;miles per hour</p>
</div>",12.5,12.5,,,382565
PRABETC7,1,Fill-in-the-blank(s),Numeric,"<p>A 50-centimeter piece of wire is bent into a circle. What is the area of this circle?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>cm<sup>2</sup></p>
<p><em><span style=""font-size: 10pt;"">Use 3.14 for&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</span></em></p>
<p><em><span style=""font-size: 10pt;"">Round your answer to the nearest whole number.&nbsp;</span></em></p>",199,199,,,122706
PSBZAQ,2,Fill-in-the-blank(s),Numeric,"<p>Crater Lake in Oregon is shaped like a circle with a diameter of about 5.5 miles.</p>
<p>&nbsp;</p>
<p>What is the area of the surface of Crater Lake?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> square miles</p>
<p><span style=""font-size: 10pt;""><em>Use 3.14 for&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</em></span></p>
<p><span style=""font-size: 10pt;""><em>Round to the nearest whole number.</em></span></p>",24,24,,,120578
PRABETC3,1,Fill-in-the-blank(s),Numeric,"<p>To make a shade of paint called jasper green, mix 4 quarts of green paint with&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>2</mn><mn>3</mn></mfrac></math> cups of black paint. How much green paint should be mixed with 4 cups of black paint to make jasper green? &nbsp;</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>quarts</p>",24,24,,,122274
PSBCXKJ,2,Fill-in-the-blank(s),Numeric,"<p>To transmit information on the internet, large files are broken into packets of smaller sizes. Each packet has 1,500 bytes of information. An equation relating packets to bytes of information is given by&nbsp;<em>b</em>&nbsp;=&nbsp;1,500<em>p</em>&nbsp;where&nbsp;<em>p</em>&nbsp;represents the number of packets and&nbsp;<em>b</em>&nbsp;represents the number of bytes of information.</p>
<p>&nbsp;</p>
<p>How much information could be transmitted in 30,000 packets?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> bytes</p>","45,000,000","45,000,000",,,460209
PSBCXKJ,1,Fill-in-the-blank(s),Numeric,"<p>To transmit information on the internet, large files are broken into packets of smaller sizes. Each packet has 1,500 bytes of information. An equation relating packets to bytes of information is given by&nbsp;<em>b</em>&nbsp;=&nbsp;1,500<em>p</em>&nbsp;where&nbsp;<em>p</em>&nbsp;represents the number of packets and&nbsp;<em>b</em>&nbsp;represents the number of bytes of information.</p>
<p>&nbsp;</p>
<p>How many packets would be needed to transmit 30,000 bytes of information?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> packets</p>",20,20,,,460042
PSBBVBE,2,Fill-in-the-blank(s),Numeric,"<p>The fence around a circular pool is 75 ft long.</p>
<p>&nbsp;</p>
<p>Estimate the diameter of the circle:&nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> feet</p>
<p><em><span style=""font-size: 10pt;"">Use &nbsp;3.14 for <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</span></em></p>
<p><em><span style=""font-size: 10pt;"">Round your answer to the nearest whole number.</span></em></p>",24,24,,,270921
PSBBVV9,2,Fill-in-the-blank(s),Numeric,"<p>From the center to the edge of a DVD measures 60 mm.</p>
<p>&nbsp;</p>
<p>Estimate the diameter of the circle:&nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> mm</p>",120,120,,,274359
PSBBVSF,2,Fill-in-the-blank(s),Numeric,"<p>The length of the metal rim around a glass lens is 190 mm. &nbsp;</p>
<p>&nbsp;</p>
<p>Estimate the diameter of the circle:</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> mm</p>
<p><span style=""font-size: 10pt;""><em>Use &nbsp;3.14 for&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</em></span></p>
<p><span style=""font-size: 10pt;""><em>Round your answer to the nearest whole number.</em></span></p>","60, 61","60, 61",,,273496
PSBBVV9,3,Fill-in-the-blank(s),Numeric,"<p>From the center to the edge of a DVD measures 60 mm.</p>
<p>&nbsp;</p>
<p>Estimate the circumference of the circle:&nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> mm</p>
<p><em><span style=""font-size: 10pt;"">Use &nbsp;3.14 for&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</span></em></p>
<p><em><span style=""font-size: 10pt;"">Round your answer to the nearest whole number.&nbsp;</span></em></p>",377,377,,,274572
PSBDESP,1,Fill-in-the-blank(s),Numeric,"<p>Han made some hot chocolate by mixing 4 cups of milk with 6 tablespoons of cocoa.</p>
<p>&nbsp;</p>
<p>How many tablespoons of cocoa per cup of milk is that? &nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> tablespoons of cocoa per cup of milk</p>",4-Jun,4-Jun,,,547291
PSBRZQ,1,Fill-in-the-blank(s),Numeric,"<p>At a dinner, the meal&nbsp;cost&nbsp;$22 and a sales tax of&nbsp;$1.87 was added to the bill.</p>
<p>&nbsp;</p>
<p>How much would the sales tax be on a $66 meal?&nbsp;</p>
<p>&nbsp;</p>
<p>$ <ast-r type=""text"" marker=""1""></ast-r></p>",5.61,5.61,,,77978
PRABMR8A,1,Fill-in-the-blank(s),Numeric,"<p>Jada has 12 library books checked out and Han has&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>1</mn><mn>3</mn></mfrac></math> less than that. How many books does Han have checked out? &nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r> books</p>",8,8,,,56590
PRABPKDE,1,Fill-in-the-blank(s),Algebraic Expression,"<p>Tyler ate<em>&nbsp;x</em>&nbsp;fruit snacks, and Han ate&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>3</mn><mn>4</mn></mfrac></math> less than that.&nbsp; Write an equation to represent the relationship between the number Tyler ate (<em>x</em>) and the number Han ate (<em>y</em>).</p>
<p>&nbsp;</p>
<p>&nbsp;</p>
<p><em>y</em> =<ast-r type=""text"" marker=""1""></ast-r></p>",1/4x,1/4x,,,47104
PSBDESP,2,Fill-in-the-blank(s),Numeric,"<p>Han made some hot chocolate by mixing 4 cups of milk with 6 tablespoons of cocoa.</p>
<p>&nbsp;</p>
<p>How many cups of milk per tablespoon of cocoa is that? &nbsp;</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>cups of milk per tablespoon of cocoa</p>",6-Apr,6-Apr,,,547415
PRABP94X,1,Fill-in-the-blank(s),Algebraic Expression,"<p>Mai skated<em>&nbsp;x</em>&nbsp;miles, and Clare skated&nbsp;<math xmlns=""http://www.w3.org/1998/Math/MathML""><mfrac><mn>3</mn><mn>5</mn></mfrac></math> farther than that.&nbsp; Write an&nbsp;equation to represent the relationship between distance Mai skated (<em>x</em>) and the distance Clare skated (<em>y</em>).</p>
<p>&nbsp;</p>
<p><em>y</em> = <ast-r type=""text"" marker=""1""></ast-r></p>","8/5x, 8x/5","8/5x, 8x/5",,,47181
PSBC7JE,2,Fill-in-the-blank(s),Numeric,"<p>How much money will the store get from the sale of the couch?&nbsp;</p>
<p>&nbsp;</p>
<p>$<ast-r type=""text"" marker=""1""></ast-r></p>",467.77,467.77,,,504695
PSBDA37,1,Fill-in-the-blank(s),Numeric,"<p>Solve the equation.</p>
<p>&nbsp;</p>
<p><math xmlns=""http://www.w3.org/1998/Math/MathML""><mn>8</mn><mo>.</mo><mn>88</mn><mo>&#160;</mo><mo>=</mo><mo>&#160;</mo><mn>4</mn><mo>.</mo><mn>44</mn><mo>(</mo><mi>x</mi><mo>&#160;</mo><mo>&#8722;</mo><mo>&#160;</mo><mn>7</mn><mo>)</mo></math></p>
<p>&nbsp;</p>
<p><em>x =</em> <ast-r type=""text"" marker=""1""></ast-r></p>",9,9,,,524787
PRABESVE,1,Fill-in-the-blank(s),Numeric,"<p>The radius of the earth is approximately 6,400 km. The equator is the circle around the earth dividing it into the northern and southern hemisphere. (The center of the earth is also the center of the equator.) What is the length of the equator?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>km</p>
<p><span style=""font-size: 10pt;""><em>Use 3.14 for <math xmlns=""http://www.w3.org/1998/Math/MathML""><mi mathvariant=""normal"">&#960;</mi></math>.</em></span></p>
<p><span style=""font-size: 10pt;""><em>Round your answer to the nearest ten thousand.</em></span></p>",40000,40000,,,102054
PSBC2YF,1,Fill-in-the-blank(s),Numeric,"<table style=""border-collapse: collapse; width: 100.01%;"" border=""0"">
<tbody>
<tr>
<td style=""width: 66.4105%;"">Green sea turtles live most of their lives in the ocean but come ashore to lay their eggs. Some beaches where turtles often come ashore have been made into protected sanctuaries so the eggs will not be disturbed.</td>
<td style=""width: 33.5651%; text-align: center;"">
<p><img src=""//resources.assistments.org/fetch/C/c4b807fc-3ce3-4766-9779-5650004b70be.jpeg"" width=""217"" height=""150""></p>
</td>
</tr>
</tbody>
</table>
<p>&nbsp;</p>
<p>One sanctuary had 180 green sea turtles come ashore to lay eggs last year. This year, the number of turtles increased by 10%. How many turtles came ashore to lay eggs in the sanctuary this year?</p>
<p>&nbsp;</p>
<p><ast-r type=""text"" marker=""1""></ast-r>green sea turtles</p>",198,198,,,479016
